,Unnamed: 0,Company,2022_Valuation,2023_Valuation,2024_Valuation,Date Joined,Country,City,Industry,Select Investors,Overall_Growth,CAGR (%),Lat,Lng
118,118,OneTrust,5.1,5.1,4.5,7/11/2019,United States,Atlanta,Internet software & services,Insight Partners,-0.6,-6.07,33.647808,-84.551068
119,119,QuintoAndar,5.1,5.1,5.1,9/9/2019,Brazil,Campinas,E-commerce & direct-to-consumer,"Kaszek Ventures, General Atlantic, SoftBank Group",0.0,0.0,-23.0612161,-47.2463023
120,120,C6 Bank,5.05,5.05,5.05,12/2/2020,Brazil,Sao Paulo,Fintech,Credit Suisse,0.0,0.0,-24.0079003,-46.8262692
121,121,Hello TransTech,5.0,5.0,5.0,6/1/2018,China,Shanghai,Auto & transportation,"Ant Financial Services Group, GGV Capital",0.0,0.0,31.0723437,121.3091024
122,122,Airwallex,5.5,5.5,5.5,3/25/2019,Australia,Melbourne,Fintech,"DST Global, Sequoia Capital China, Tencent Holdings",0.0,0.0,-38.49937,144.44405
123,123,Mambu,5.5,5.5,5.5,1/6/2021,Netherlands,Amsterdam,Fintech,"Runa Capital, Acton Capital Partners, Point Nine Capital",0.0,0.0,52.2781742,4.7287776
124,124,Toss,5.48,7.0,7.0,12/9/2018,South Korea,Seoul,Fintech,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers",1.52,13.02,37.4285424,126.7644328
125,125,Horizon Robotics,5.0,5.0,5.0,2/27/2019,China,Beijing,Artificial intelligence,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital",0.0,0.0,39.7457136,116.2312972
126,126,Howden Group Holdings,5.0,5.0,5.0,9/29/2020,United Kingdom,London,Other,"General Atlantic, 3i Group, Huagai Capital",0.0,0.0,51.2867601,-0.5103751
127,127,SambaNova Systems,5.0,5.0,5.0,4/13/2021,United States,Palo Alto,Data management & analytics,"Walden International, Google Ventures, Intel Capital",0.0,0.0,37.2876789,-122.2026647
128,128,ZEPZ,5.0,5.0,5.0,8/23/2021,United Kingdom,London,Fintech,"Accel, Technology Crossover Ventures, LeapFrog Investments",0.0,0.0,51.2867601,-0.5103751
129,129,OakNorth Bank,5.0,5.0,5.0,10/12/2017,United Kingdom,London,Fintech,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",0.0,0.0,51.2867601,-0.5103751
130,130,Moon Active,5.0,5.0,5.0,1/26/2020,Israel,Tel Aviv,Mobile & telecommunications,"Insight Partners, Andalusian Capital Partners",0.0,0.0,32.0293437,34.739131
131,131,OfBusiness,5.0,5.0,5.0,7/31/2021,India,Gurgaon,E-commerce & direct-to-consumer,"Matrix Partners India, Falcon Edge Capital, SoftBank Group",0.0,0.0,28.3153915,76.8656338
132,132,Cockroach Labs,5.0,5.0,5.0,1/12/2021,United States,New York,Data management & analytics,"Google Ventures, Benchmark, FirstMark Capital",0.0,0.0,40.476578,-74.258843
133,133,Pine Labs,5.0,5.0,5.0,1/24/2020,India,Noida,Fintech,"Sequoia Capital India, Temasek, PayPal Ventures",0.0,0.0,28.4106333,77.1672147
134,134,Qonto,5.0,5.0,5.0,1/11/2022,France,Paris,Fintech,"Alven Capital, Valar Ventures, Tencent Holdings",0.0,0.0,48.8155755,2.224122
135,135,Ola Electric Mobility,5.0,6.0,5.5,7/2/2019,India,Bengaluru,Auto & transportation,"SoftBank Group, Tiger Global Management, Matrix Partners India",0.5,4.88,12.8167936,77.430082
136,136,Icertis,5.0,5.0,5.0,7/17/2019,United States,Bellevue,Artificial intelligence,"Eight Roads Ventures, Greycroft, Ignition Partners",0.0,0.0,47.535013,-122.2228062
137,137,Hopper,5.0,5.0,5.0,3/24/2021,Canada,Montreal,Travel,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures",0.0,0.0,45.4100756,-73.9741567
138,138,ShareChat,5.0,5.0,5.0,4/8/2021,India,Bengaluru,Internet software & services,"India Quotient, Elevation Capital, Lightspeed Venture Partners",0.0,0.0,12.8167936,77.430082
139,139,Coalition,5.0,5.0,5.0,3/17/2021,United States,San Francisco,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",0.0,0.0,37.6403143,-123.173825
140,140,Meesho,4.9,4.9,3.5,4/5/2021,India,Bengaluru,Internet software & services,"Venture Highway, Sequoia Capital India, Prosus Ventures",-1.4,-15.48,12.8167936,77.430082
141,141,Cerebral,4.8,4.8,4.8,6/10/2021,United States,San Francisco,Health,"Oak HC/FT Partners, Artis Ventures, WestCap Group",0.0,0.0,37.6403143,-123.173825
142,142,Creditas,4.8,4.8,4.8,12/18/2020,Brazil,Sao Paulo,Fintech,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital",0.0,0.0,-24.0079003,-46.8262692
143,143,Reify Health,4.8,4.8,4.8,8/10/2021,United States,Boston,Health,"Sierra Ventures, Battery Ventures, Asset Management Ventures",0.0,0.0,42.2279112,-71.1912442
144,144,Chipone,4.73,4.73,4.73,12/16/2021,China,Beijing,Hardware,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",0.0,0.0,39.7457136,116.2312972
145,145,BetterUp,4.7,4.7,4.7,2/25/2021,United States,San Francisco,Internet software & services,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",0.0,0.0,37.6403143,-123.173825
146,146,Pleo,4.7,4.7,4.7,7/6/2021,Denmark,Copenhagen,Fintech,"Creandum, Founders, Kinnevik",0.0,0.0,55.5267243,12.4100724
147,147,SonarSource,4.7,4.7,4.7,4/26/2022,Switzerland,Geneva,Internet software & services,"Advent International,General Catalyst,Insight Partners",0.0,0.0,46.1777724,6.1102411
148,148,Anduril,4.6,8.48,8.48,9/11/2019,United States,Irvine,Artificial intelligence,"Andreessen Horowitz, Founders Fund, Revolution Ventures",3.88,35.77,33.5993914,-117.8687519
149,149,Lyra Health,5.85,5.85,5.85,8/25/2020,United States,Burlingame,Health,"Greylock Partners, Venrock, Providence Ventures",0.0,0.0,37.5682796,-122.4037216
150,150,Dataiku,4.6,3.7,3.7,12/4/2019,United States,New York,Artificial intelligence,"Alven Capital, FirstMark Capital, capitalG",-0.9,-10.31,40.476578,-74.258843
151,151,Checkr,4.6,4.6,4.6,9/19/2019,United States,San Francisco,Internet software & services,"Y Combinator, Accel, T. Rowe Price",0.0,0.0,37.6403143,-123.173825
152,152,Color,4.6,4.6,4.6,1/4/2021,United States,Burlingame,Health,"General Catalyst, Viking Global Investors, T. Rowe Price",0.0,0.0,37.5682796,-122.4037216
153,153,Lendable,4.58,4.58,4.58,3/31/2021,United Kingdom,London,Fintech,"Ontario Teachers' Pension Plan, Goldman Sachs",0.0,0.0,51.2867601,-0.5103751
154,154,Vinted,4.53,4.53,4.53,11/27/2019,Lithuania,Vilnius,E-commerce & direct-to-consumer,"Accel, Insight Partners, Burda Principal Investments",0.0,0.0,54.5689058,25.0245351
155,155,VIPKid,4.5,4.5,4.5,8/4/2016,China,Beijing,Edtech,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures",0.0,0.0,39.7457136,116.2312972
156,156,Socure,4.5,4.5,4.5,3/16/2021,United States,New York,Cybersecurity,"Two Sigma Ventures, Flint Capital, Commerce Ventures",0.0,0.0,40.476578,-74.258843
157,157,Monzo,4.5,4.5,5.07,10/31/2018,United Kingdom,London,Fintech,"Passion Capital, Thrive Capital, Orange Digital Ventures",0.57,6.14,51.2867601,-0.5103751
158,158,wefox,4.5,4.5,4.5,3/5/2019,Germany,Berlin,Fintech,"Salesforce Ventures, Seedcamp, OMERS Ventures",0.0,0.0,52.3382448,13.088345
159,159,Lenskart,4.5,4.5,4.5,12/20/2019,India,Faridabad,E-commerce & direct-to-consumer,"Chiratae Ventures, PremjiInvest, Softbank",0.0,0.0,28.2431478,77.1505561
160,160,Outreach,4.4,4.4,4.4,4/16/2019,United States,Seattle,Internet software & services,"Mayfield Fund, M12, Trinity Ventures",0.0,0.0,47.4810022,-122.459696
161,161,WeRide,4.4,4.4,4.4,12/23/2020,China,Guangzhou,Auto & transportation,"Atop Capital, IDInvest Partners, Qiming Venture Partners",0.0,0.0,22.5607979,112.9523727
162,162,Guild Education,4.4,4.4,4.4,11/13/2019,United States,Denver,Internet software & services,"General Atlantic, Blackstone, ICONIQ Growth",0.0,0.0,39.6143008,-105.1098845
163,163,Arctic Wolf Networks,4.3,4.3,4.3,10/22/2020,United States,Eden Prairie,Cybersecurity,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors",0.0,0.0,44.7985511,-93.5208965
164,164,Sorare,4.3,4.3,4.3,9/21/2021,France,Paris,Internet software & services,"Benchmark, Accel, SoftBank Group",0.0,0.0,48.8155755,2.224122
165,165,Miaoshou Doctor,4.25,4.25,4.25,6/27/2019,China,Beijing,E-commerce & direct-to-consumer,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",0.0,0.0,39.7457136,116.2312972
166,166,Globalization Partners,4.2,4.2,4.2,1/24/2022,United States,Boston,Internet software & services,"Vista Equity Partners, Wincove, TDR Capital",0.0,0.0,42.2279112,-71.1912442
167,167,dbt Labs,4.2,4.2,4.2,6/30/2021,United States,Philadelphia,Data management & analytics,"Andreessen Horowitz, Amplify Partners, Sequoia Capital",0.0,0.0,39.867005,-75.2802977
168,168,SSENSE,4.15,4.15,4.15,6/8/2021,Canada,Montreal,E-commerce & direct-to-consumer,Sequoia Capital,0.0,0.0,45.4100756,-73.9741567
169,169,Dataminr,4.1,4.1,4.1,6/4/2018,United States,New York,Artificial intelligence,"Venrock, Institutional Venture Partners, Goldman Sachs",0.0,0.0,40.476578,-74.258843
170,170,BitPanda,4.11,4.11,4.11,3/16/2021,Austria,Vienna,Fintech,"Speedinvest, Valar Ventures, Uniqa Ventures",0.0,0.0,48.1179069,16.181831
171,171,Weee!,4.1,4.1,4.1,3/16/2021,United States,Fremont,"Supply chain, logistics, & delivery","Goodwater Capital, iFly, XVC Venture Capital",0.0,0.0,37.4542627,-122.1489115
172,172,Houzz,4.0,4.0,4.0,9/30/2014,United States,Palo Alto,E-commerce & direct-to-consumer,"New Enterprise Associates, Sequoia Capital, Comcast Ventures",0.0,0.0,37.2876789,-122.2026647
173,173,CRED,4.01,6.4,6.4,4/6/2021,India,Bengaluru,Fintech,"Tiger Global Management, DST Global, Sequoia Capital India",2.39,26.33,12.8167936,77.430082
174,174,Yello Mobile,4.0,4.0,4.0,11/11/2014,South Korea,Seoul,Mobile & telecommunications,Formation 8,0.0,0.0,37.4285424,126.7644328
175,175,MEGVII,4.0,4.0,4.0,10/31/2017,China,Beijing,Artificial intelligence,"Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company",0.0,0.0,39.7457136,116.2312972
176,176,Greensill,4.0,4.0,4.0,7/16/2018,United Kingdom,London,Fintech,"SoftBank Group, General Atlantic",0.0,0.0,51.2867601,-0.5103751
177,177,Impossible Foods,4.0,4.0,4.0,5/13/2019,United States,Redwood City,Consumer & retail,"Khosla Ventures, Horizons Ventures, Temasek Holdings",0.0,0.0,37.4471717,-122.2908234
178,178,Radiology Partners,4.0,4.0,4.0,2/26/2018,United States,El Segundo,Health,"New Enterprise Associates, Starr Investment Holdings",0.0,0.0,33.8881822,-118.4986907
179,179,Next Insurance,4.0,4.0,4.0,10/7/2019,United States,Palo Alto,Fintech,"Zeev Ventures, Ribbit Capital, TLV Partners",0.0,0.0,37.2876789,-122.2026647
180,180,Patreon,4.0,1.35,1.35,9/2/2020,United States,San Francisco,Internet software & services,"Index Ventures, Thrive Capital, CRV",-2.65,-41.91,37.6403143,-123.173825
181,181,PointClickCare,4.0,4.0,4.0,1/7/2021,Canada,Mississauga,Internet software & services,"Dragoneer Investment Group, Hellman & Friedman, JMI Equity",0.0,0.0,43.4789901,-79.8103184
182,182,Zapier,4.0,4.0,4.0,1/14/2021,United States,Sunnyvale,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Threshold Ventures",0.0,0.0,37.3302233,-122.0651995
183,183,Clubhouse,4.0,4.0,4.0,1/24/2021,United States,San Francisco,Mobile & telecommunications,"Andreessen Horowitz, TQ Ventures",0.0,0.0,37.6403143,-123.173825
184,184,BrowserStack,4.0,4.0,4.0,6/16/2021,Ireland,Dublin,Internet software & services,"Accel, Insight Partners, Bond Capital",0.0,0.0,53.2987342,-6.3870259
185,185,Rubrik,4.0,4.0,4.0,4/28/2017,United States,Palo Alto,Data management & analytics,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures",0.0,0.0,37.2876789,-122.2026647
186,186,Melio,4.0,4.0,4.0,1/25/2021,United States,New York,Fintech,"Accel, Aleph, American Express Ventures",0.0,0.0,40.476578,-74.258843
187,187,Vuori,4.0,4.0,4.0,10/13/2021,United States,Carlsbad,E-commerce & direct-to-consumer,"SoftBank Group, Norwest Venture Partners",0.0,0.0,33.060109,-117.4095657
188,188,ClickUp,4.0,4.0,4.0,12/15/2020,United States,San Diego,Internet software & services,"Georgian Partners, Craft Ventures",0.0,0.0,32.5347979,-117.3098161
189,189,Cerebras Systems,4.0,4.0,4.0,11/14/2018,United States,Los Altos,Hardware,"Benchmark, Foundation Capital, Sequoia Capital",0.0,0.0,37.329705,-122.1296558
190,190,Farmers Business Network,4.0,4.0,4.0,8/3/2020,United States,San Carlos,Other,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures",0.0,0.0,26.6594822,-98.8740174
191,191,Branch,4.0,4.0,4.0,9/10/2018,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",0.0,0.0,37.4471717,-122.2908234
192,192,Branch,4.0,4.0,1.05,9/10/2018,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",-2.95,-48.77,37.4471717,-122.2908234
193,193,Branch,4.0,1.05,4.0,9/10/2018,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",0.0,0.0,37.4471717,-122.2908234
194,194,Branch,4.0,1.05,1.05,9/10/2018,United States,Redwood City,Mobile & telecommunications,"New Enterprise Associates, Pear, Cowboy Ventures",-2.95,-48.77,37.4471717,-122.2908234
195,195,Aurora Solar,4.0,4.0,4.0,5/24/2021,United States,San Francisco,Internet software & services,"Fifth Wall Ventures, Energize Ventures, 	ICONIQ Capital",0.0,0.0,37.6403143,-123.173825
196,196,Webflow,4.0,4.0,4.0,1/13/2021,United States,San Francisco,Internet software & services,"Accel, Silversmith Capital Partners, capitalG",0.0,0.0,37.6403143,-123.173825
197,197,Yuga Labs,4.0,4.0,4.0,3/22/2022,United States,Miami,Internet software & services,"Andreessen Horowitz, Thrive Capital, Sound Ventures",0.0,0.0,25.7090517,-80.31976
198,198,Digit Insurance,4.0,4.0,4.0,1/15/2021,India,Bengaluru,Fintech,"Fairfax Financial Holdings, A91 Partners, TVS Capital",0.0,0.0,12.8167936,77.430082
199,199,Abnormal Security,4.0,4.0,4.0,5/10/2022,United States,San Francisco,Cybersecurity,"Greylock Partners, Insight Partners,Menlo Ventures",0.0,0.0,37.6403143,-123.173825
200,200,Medlinker,3.92,3.92,3.92,7/31/2018,China,Chengdu,Health,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China",0.0,0.0,30.09155,102.989623
201,201,StockX,3.8,3.8,3.8,6/26/2019,United States,Detroit,E-commerce & direct-to-consumer,"Google Ventures, Battery Ventures, DST Global",0.0,0.0,42.255192,-83.287959
202,202,MessageBird,3.8,3.8,3.8,10/8/2020,Netherlands,Amsterdam,Mobile & telecommunications,"Y Combinator, Atomico, Accel",0.0,0.0,52.2781742,4.7287776
203,203,Articulate,3.75,3.75,3.75,7/1/2021,United States,New York,Edtech,"Blackstone, ICONIQ Growth, General Atlantic",0.0,0.0,40.476578,-74.258843
204,204,Dutchie,3.75,3.75,3.75,3/16/2021,United States,Bend,E-commerce & direct-to-consumer,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures",0.0,0.0,43.999063,-121.3824328
205,205,Cohesity,3.7,3.7,3.7,6/11/2018,United States,San Jose,Data management & analytics,"SoftBank Group, Sequoia Capital, Wing Venture Capital",0.0,0.0,37.1231596,-122.0460405
206,206,VAST Data,3.7,3.7,9.1,4/16/2020,United States,New York,Data management & analytics,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital",5.4,56.83,40.476578,-74.258843
207,207,GOAT,3.7,3.7,3.7,9/23/2020,United States,Culver City,E-commerce & direct-to-consumer,"Upfront Ventures, Webb Investment Network, D1 Capital Partners",0.0,0.0,33.9768672,-118.4483772
208,208,Noom,3.7,3.7,3.7,5/24/2021,United States,New York,Health,"Qualcomm Ventures, Samsung Ventures, Silver Lake",0.0,0.0,40.476578,-74.258843
209,209,Redwood Materials,3.7,3.7,5.0,7/28/2021,United States,Carson City,Other,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners",1.3,16.25,39.084796,-120.004493
210,210,Papaya Global,3.7,3.7,3.7,3/4/2021,United States,New York,Internet software & services,"Bessemer Venture Partners, Insight Partners, New Era Ventures",0.0,0.0,40.476578,-74.258843
211,211,Abogen,3.7,3.7,3.7,11/29/2021,China,Suzhou,Health,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners",0.0,0.0,33.2754385,116.153512
212,212,Harness,3.7,3.7,3.7,1/14/2021,United States,San Francisco,Artificial intelligence,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",0.0,0.0,37.6403143,-123.173825
213,213,Whatnot,3.7,3.7,3.7,9/16/2021,United States,Marina del Rey,E-commerce & direct-to-consumer,"Y Combinator, Andreessen Horowitz, Wonder Ventures",0.0,0.0,33.964231,-118.4633816
214,214,Autograph,3.66,3.66,3.66,1/20/2022,United States,Santa Monica,Internet software & services,01 Advisors. Kleiner Perkins Caufield & Byers. Andreessen Horowitz,0.0,0.0,33.9666583,-118.5534678
215,215,Relativity,3.6,4.2,4.2,3/18/2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",0.6,8.01,41.644531,-87.9400876
216,216,Relativity,3.6,4.2,3.6,3/18/2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",0.0,0.0,41.644531,-87.9400876
217,217,Relativity,3.6,3.6,4.2,3/18/2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",0.6,8.01,41.644531,-87.9400876
218,218,Relativity,3.6,3.6,3.6,3/18/2021,United States,Chicago,Internet software & services,"Silver Lake, ICONIQ Capital",0.0,0.0,41.644531,-87.9400876
219,219,Whoop,3.6,3.6,3.6,10/28/2020,United States,Boston,E-commerce & direct-to-consumer,"NextView Ventures, Promus Ventures, Two Sigma Ventures",0.0,0.0,42.2279112,-71.1912442
220,220,Applied Intuition,3.6,3.6,6.0,10/22/2020,United States,Sunnyvale,Auto & transportation,"Andreessen Horowitz, Lux Capital, General Catalyst",2.4,29.1,37.3302233,-122.0651995
221,221,Course Hero,3.6,3.6,3.6,2/12/2020,United States,Redwood City,Edtech,"NewView Capital, Maveron, Ridge Ventures",0.0,0.0,37.4471717,-122.2908234
222,222,SpotOn,3.6,3.6,3.6,5/26/2021,United States,San Francisco,Fintech,"Dragoneer Investment Group, DST Global, Franklin Templeton",0.0,0.0,37.6403143,-123.173825
223,223,Otto Bock HealthCare,3.52,3.52,3.52,6/24/2017,Germany,Duderstadt,Health,EQT Partners,0.0,0.0,51.4660624,10.1395281
224,224,Indigo Ag,3.5,3.5,3.5,9/26/2017,United States,Boston,Artificial intelligence,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.",0.0,0.0,42.2279112,-71.1912442
225,225,HyalRoute,3.5,3.5,3.5,5/26/2020,Singapore,Mobile & telecommunications,Kuang-Chi,,0.0,0.0,30.5310263,-88.2761222
226,226,Rec Room,3.5,3.5,3.5,3/23/2021,United States,Seattle,Internet software & services,"First Round Capital, Sequoia Capital, Index Ventures",0.0,0.0,47.4810022,-122.459696
227,227,Commure,3.5,3.5,6.0,9/16/2021,United States,San Francisco,Internet software & services,"General Catalyst, HCA Healthcare",2.5,30.93,37.6403143,-123.173825
228,228,Mirakl,3.5,3.5,3.5,9/22/2020,France,Paris,E-commerce & direct-to-consumer,"Elaia Partners, 83North, Felix Capital",0.0,0.0,48.8155755,2.224122
229,229,Tekion,3.5,3.5,3.5,10/21/2020,United States,San Ramon,Internet software & services,"Airbus Ventures, Index Ventures, Advent International",0.0,0.0,37.7212399,-122.0044837
230,230,GoStudent,3.5,3.5,3.5,6/22/2021,Austria,Vienna,Edtech,"DN Capital, Left Lane Capital, Coatue Management",0.0,0.0,48.1179069,16.181831
231,231,Highspot,3.5,3.5,3.5,2/22/2021,United States,Seattle,Internet software & services,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures",0.0,0.0,47.4810022,-122.459696
232,232,Handshake,3.5,3.5,3.5,5/12/2021,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures",0.0,0.0,37.6403143,-123.173825
233,233,ChargeBee Technologies,3.5,3.5,3.5,4/20/2021,United States,San Francisco,Fintech,"Insight Partners, Tiger Global Management, Accel",0.0,0.0,37.6403143,-123.173825
234,234,Flock Safety,3.5,3.5,3.5,7/13/2021,United States,Atlanta,Hardware,"Matrix Partners, Initialized Capital, Tiger Global Management",0.0,0.0,33.647808,-84.551068
235,235,Helion Energy,3.5,3.5,3.5,11/5/2021,United States,Redmond,Other,"Mithril Capital Management, Y Combinator, Capricorn Investment Group",0.0,0.0,47.6271405,-122.164981
236,236,Acronis,3.5,3.5,3.5,9/18/2019,Switzerland,Schaffhausen,Cybersecurity,"Goldman Sachs, VebVentures, Insight Partners",0.0,0.0,47.6853033,8.5410039
237,237,Unacademy,3.44,3.44,3.44,9/2/2020,India,Bengaluru,Edtech,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India",0.0,0.0,12.8167936,77.430082
238,238,MoonPay,3.4,3.4,3.4,11/22/2021,United States,Miami,Fintech,"New Enterprise Associates, Coatue Management, Tiger Global Management",0.0,0.0,25.7090517,-80.31976
239,239,Upstox,3.4,3.4,3.4,11/29/2021,India,Mumbai,Fintech,"Tiger Global Management, Kalaari Capital",0.0,0.0,18.9916479,72.776333
240,240,Youxia Motors,3.35,3.35,3.35,4/2/2018,China,Shanghai,Auto & transportation,"China Environmental Protection Industry, China Fortune Ocean",0.0,0.0,31.0723437,121.3091024
241,241,OwnBackup,3.35,3.35,3.35,1/28/2021,United States,Englewood Cliffs,Data management & analytics,"Insight Partners, Salesforce Ventures, Vertex Ventures",0.0,0.0,40.8584473,-73.9680565
242,242,Starburst,3.35,3.35,3.35,1/6/2021,United States,Boston,Data management & analytics,"Index Ventures, Coatue Management, Andreessen Horowitz",0.0,0.0,42.2279112,-71.1912442
243,243,Starling Bank,3.34,2.69,2.69,3/8/2021,United Kingdom,London,Fintech,"JTC Group, Qatar Investment Authority, Fidelity Investment",-0.65,-10.26,51.2867601,-0.5103751
244,244,Komodo Health,3.3,3.3,3.3,5/22/2020,United States,San Francisco,Health,"Andreessen Horowitz, IA Ventures, Felicis Ventures",0.0,0.0,37.6403143,-123.173825
245,245,Kurly,3.3,3.3,3.3,7/9/2021,South Korea,Seoul,"Supply chain, logistics, & delivery","Sequoia Capital China, DST Global, DST Global",0.0,0.0,37.4285424,126.7644328
246,246,Cars24,3.3,3.3,3.3,11/24/2020,India,Gurgaon,E-commerce & direct-to-consumer,"Moore Strategic Ventures, DST Global, Sequoia Capital India",0.0,0.0,28.3153915,76.8656338
247,247,BlockDaemon,3.25,3.25,3.25,9/21/2021,United States,Los Angeles,Fintech,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",0.0,0.0,33.659541,-118.6681842
248,248,Dadi Cinema,3.24,3.24,3.24,5/11/2016,China,Shenzhen,Other,Alibaba Pictures Group,0.0,0.0,22.2875999,113.6793565
249,249,Aiven,3.21,3.21,3.21,10/18/2021,Finland,Helsinki,Internet software & services,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",0.0,0.0,59.922486,24.7828026
250,250,Thumbtack,3.2,3.2,3.2,9/29/2015,United States,San Francisco,E-commerce & direct-to-consumer,"Tiger Global, Sequoia Capital, Google Capital",0.0,0.0,37.6403143,-123.173825
251,251,Cedar,3.2,3.2,3.2,3/9/2021,United States,New York,Fintech,"Thrive Capital, Founders Fund, Cocnord Health Partners",0.0,0.0,40.476578,-74.258843
252,252,Eruditus Executive Education,3.2,3.2,3.2,8/12/2021,India,Mumbai,Edtech,"Sequoia Capital India, Softbank, Bertelsmann India Investments",0.0,0.0,18.9916479,72.776333
253,253,Blockstream,3.2,3.2,3.2,8/24/2021,Canada,Vancouver,Fintech,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital",0.0,0.0,49.1989306,-123.2249611
254,254,Innovaccer,3.2,3.2,3.2,2/19/2021,United States,San Francisco,Health,"M12, WestBridge Capital, Lightspeed Venture Partners",0.0,0.0,37.6403143,-123.173825
255,255,Ironclad,3.2,3.2,3.2,1/18/2022,United States,Sacramento,Internet software & services,"Accel, Sequoia Capital, Y Combinator",0.0,0.0,38.437574,-121.56012
256,256,Skims,3.2,3.2,4.0,4/9/2021,United States,Los Angeles,E-commerce & direct-to-consumer,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",0.8,11.8,33.659541,-118.6681842
257,257,Eikon Therapeutics,3.2,3.2,3.2,1/6/2022,United States,Hayward,Health,"The Column Group, Foresite Capital, Foresite Capital",0.0,0.0,37.5478185,-122.2190692
258,258,Retool,3.2,3.2,3.2,12/22/2021,United States,San Francisco,Internet software & services,Sequoia Capital,0.0,0.0,37.6403143,-123.173825
259,259,PsiQuantum,3.15,3.15,3.15,7/27/2021,United States,Palo Alto,Hardware,"Playground Global, M12, BlackRock",0.0,0.0,37.2876789,-122.2026647
260,260,Udaan,3.1,3.1,1.7,9/4/2018,India,Bengaluru,"Supply chain, logistics, & delivery","DST Global, Lightspeed Venture Partners, Microsoft ScaleUp",-1.4,-25.95,12.8167936,77.430082
261,261,HighRadius,3.1,3.1,3.1,1/7/2020,United States,Houston,Fintech,"Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital",0.0,0.0,29.5370705,-95.9097419
262,262,Nuvemshop,3.1,3.1,3.1,8/17/2021,Brazil,Sao Paulo,E-commerce & direct-to-consumer,"Kaszek Ventures, Qualcomm Ventures, Accel",0.0,0.0,-24.0079003,-46.8262692
263,263,Yixia,3.0,3.0,3.0,11/24/2015,China,Beijing,Mobile & telecommunications,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures",0.0,0.0,39.7457136,116.2312972
264,264,Traveloka,3.0,3.0,3.0,1/1/2017,Indonesia,Jakarta,Travel,"Global Founders Capital, East Ventures, Expedia Inc.",0.0,0.0,-6.3744575,106.3146732
265,265,SouChe Holdings,3.0,3.0,3.0,11/1/2017,China,Hangzhou,E-commerce & direct-to-consumer,"Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund",0.0,0.0,29.1888286,118.3396948
266,266,BGL Group,3.0,3.0,3.0,11/24/2017,United Kingdom,Peterborough,Fintech,CPP Investment Board,0.0,0.0,52.4125769,-0.4027336
267,267,Circle,3.0,3.0,3.0,5/15/2018,United States,Boston,Fintech,"General Catalyst, Digital Currency Group, Accel",0.0,0.0,42.2279112,-71.1912442
268,268,Zuoyebang,3.0,3.0,3.0,7/18/2018,China,Beijing,Edtech,"Sequoia Capital China, Xiang He Capital, GGV Capital",0.0,0.0,39.7457136,116.2312972
269,269,FlixMobility,3.0,3.0,3.0,7/18/2019,Germany,Munich,Auto & transportation,"Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic",0.0,0.0,48.0616244,11.360777
